order_id,customer_id,age,city,product_category,payment_method,order_value,discount,delivery_days,is_returned
401,1472,24,Mumbai,Electronics,UPI,1269.19,0.16,8,0
402,1098,45,Bangalore,Beauty,Wallet,7334.36,0.3,6,0
403,1152,60,Delhi,Electronics,Wallet,16300.24,0.13,1,0
404,1860,22,Hyderabad,Sports,UPI,12309.22,0.19,2,0
405,1913,22,Bangalore,Electronics,NetBanking,15626.06,0.29,3,0
406,1895,47,Bangalore,Clothing,NetBanking,14436.86,0.04,3,0
407,1877,49,Hyderabad,Electronics,UPI,10036.05,0.13,2,0
408,1337,25,Bangalore,Electronics,Card,1016.12,0.26,2,1
409,1705,27,Hyderabad,Electronics,Card,11768.51,0.28,6,0
410,1821,55,Hyderabad,Home,NetBanking,1161.62,0.18,7,0
411,1162,64,Chennai,Home,Wallet,12153.79,0.04,4,0
412,1719,49,Mumbai,Sports,Card,16048.14,0.27,1,0
413,1956,45,Bangalore,Clothing,Card,11782.84,0.05,6,0
414,1680,34,Bangalore,Electronics,Wallet,19941.03,0.11,7,1
415,1995,48,Chennai,Electronics,Card,9226.16,0.11,4,0
416,1160,25,Chennai,Electronics,UPI,15026.78,0.13,6,0
417,1579,57,Chennai,Electronics,Card,13410.82,0.24,9,0
418,1800,42,Delhi,Home,Wallet,19830.35,0.24,4,0
419,1397,26,Delhi,Sports,UPI,14321.74,0.22,4,0
420,1276,19,Delhi,Beauty,Card,3447.81,0.01,5,1
421,1815,32,Hyderabad,Clothing,NetBanking,19119.25,0.17,3,0
422,1915,20,Bangalore,Electronics,UPI,13421.99,0.22,2,1
423,1503,53,Mumbai,Sports,UPI,1374.9,0.13,9,0
424,1895,21,Hyderabad,Beauty,NetBanking,13219.85,0.28,1,0
425,1391,31,Bangalore,Sports,NetBanking,17685.76,0.25,5,0
426,1134,58,Bangalore,Home,Card,11625.43,0.19,5,0
427,1194,58,Chennai,Beauty,Card,7209.59,0.02,8,1
428,1400,42,Chennai,Sports,Wallet,16454.01,0.2,6,0
429,1639,27,Hyderabad,Home,Wallet,15693.74,0.27,6,1
430,1032,38,Chennai,Sports,UPI,10974.81,0.11,6,0
431,1687,53,Bangalore,Sports,NetBanking,3256.36,0.25,4,0
432,1459,29,Chennai,Beauty,NetBanking,5169.53,0.09,1,1
433,1954,44,Delhi,Home,Wallet,14821.98,0.17,3,0
434,1882,57,Chennai,Electronics,UPI,16160.43,0.19,6,0
435,1469,19,Bangalore,Clothing,UPI,5729.45,0.2,5,0
436,1374,30,Hyderabad,Beauty,Wallet,7486.1,0.26,1,1
437,1021,49,Mumbai,Home,Wallet,1737.11,0.07,5,0
438,1749,48,Chennai,Sports,Wallet,14326.55,0.08,2,0
439,1669,33,Bangalore,Home,Card,270.84,0.21,1,0
440,1037,49,Mumbai,Clothing,UPI,1121.52,0.05,4,0
441,1229,49,Mumbai,Clothing,UPI,286.01,0.14,6,0
442,1364,51,Delhi,Electronics,UPI,12977.33,0.01,7,0
443,1562,28,Mumbai,Electronics,Wallet,8464.27,0.04,9,0
444,1437,27,Bangalore,Clothing,Wallet,6091.43,0.2,5,0
445,1775,32,Bangalore,Beauty,Wallet,18271.48,0.22,8,0
446,1282,34,Chennai,Beauty,Wallet,4017.5,0.03,8,0
447,1026,57,Chennai,Sports,NetBanking,7909.49,0.07,9,0
448,1225,35,Chennai,Electronics,Wallet,18818.17,0.03,3,0
449,1276,26,Mumbai,Sports,Card,8656.71,0.13,3,0
450,1797,42,Mumbai,Electronics,NetBanking,11182.93,0.04,9,0
451,1608,57,Delhi,Clothing,NetBanking,1790.67,0.13,7,0
452,1283,31,Chennai,Beauty,Wallet,15845.29,0.22,4,1
453,1878,42,Hyderabad,Beauty,UPI,8570.62,0.21,1,0
454,1959,39,Delhi,Clothing,Wallet,16050.2,0.08,7,0
455,1480,47,Hyderabad,Sports,UPI,5225.19,0.2,6,0
456,1452,37,Mumbai,Sports,Wallet,8565.08,0.28,3,0
457,1828,38,Delhi,Home,Wallet,15773.67,0.1,5,1
458,1815,61,Delhi,Electronics,UPI,19482.78,0.1,3,0
459,1658,49,Bangalore,Sports,UPI,1380.59,0.17,8,0
460,1515,63,Mumbai,Clothing,UPI,16286.63,0.07,5,0
461,1546,38,Mumbai,Sports,UPI,6153.64,0.2,6,0
462,1191,52,Delhi,Beauty,Card,11104.72,0.25,2,0
463,1048,49,Mumbai,Electronics,UPI,5943.83,0.14,8,1
464,1511,47,Delhi,Home,Wallet,12346.22,0.2,9,0
465,1016,56,Bangalore,Electronics,Wallet,7205.3,0.2,3,0
466,1171,29,Delhi,Beauty,Card,6805.57,0.01,6,0
467,1219,58,Mumbai,Beauty,UPI,951.18,0.06,6,0
468,1157,64,Mumbai,Beauty,Wallet,3109.82,0.27,2,0
469,1476,35,Delhi,Beauty,Card,18358.15,0.28,8,1
470,1045,38,Delhi,Clothing,Wallet,19965.89,0.23,5,0
471,1372,30,Delhi,Home,Card,15654.31,0.28,8,0
472,1517,38,Chennai,Beauty,Card,5878.89,0.09,8,0
473,1098,25,Mumbai,Beauty,NetBanking,8168.41,0.07,3,0
474,1891,63,Mumbai,Sports,NetBanking,14842.17,0.12,5,0
475,1744,57,Chennai,Home,UPI,19376.57,0.02,7,0
476,1036,63,Delhi,Electronics,NetBanking,9218.33,0.24,5,0
477,1279,24,Bangalore,Home,Card,16624.54,0.3,6,0
478,1348,40,Delhi,Home,Wallet,19506.36,0.25,2,0
479,1496,61,Delhi,Home,Wallet,17494.77,0.17,8,0
480,1301,49,Chennai,Beauty,UPI,4697.56,0.09,5,0
481,1180,28,Mumbai,Beauty,NetBanking,359.03,0.06,6,0
482,1606,39,Delhi,Clothing,UPI,9943.22,0.11,1,0
483,1098,39,Mumbai,Electronics,Card,10720.94,0.2,2,0
484,1699,60,Hyderabad,Sports,NetBanking,4184.76,0.13,4,0
485,1992,42,Mumbai,Home,UPI,5836.55,0.28,9,0
486,1115,39,Bangalore,Electronics,Wallet,15350.03,0.26,6,0
487,1190,45,Bangalore,Electronics,Wallet,9512.88,0.03,8,0
488,1252,46,Delhi,Clothing,UPI,6483.61,0.04,2,0
489,1980,30,Mumbai,Sports,UPI,12528.0,0.2,5,0
490,1927,35,Delhi,Home,UPI,13124.64,0.07,1,0
491,1982,19,Chennai,Sports,Card,15434.04,0.24,4,0
492,1160,46,Bangalore,Clothing,Card,3302.84,0.18,1,0
493,1255,38,Delhi,Beauty,Wallet,14882.04,0.07,9,0
494,1322,32,Chennai,Electronics,Card,12068.68,0.14,2,0
495,1127,44,Delhi,Home,Card,1339.92,0.12,7,0
496,1017,48,Mumbai,Beauty,NetBanking,15593.42,0.26,3,0
497,1792,32,Mumbai,Clothing,Card,7784.99,0.01,2,0
498,1734,40,Mumbai,Sports,NetBanking,6741.54,0.27,4,1
499,1565,41,Mumbai,Electronics,Card,9071.89,0.2,7,0
500,1569,61,Hyderabad,Home,Wallet,7054.27,0.22,7,1
501,1322,30,Chennai,Beauty,UPI,6898.05,0.0,9,0
502,1871,39,Chennai,Beauty,Wallet,16199.94,0.19,3,0
503,1685,60,Mumbai,Electronics,Card,2665.2,0.18,7,0
504,1791,54,Hyderabad,Sports,UPI,19417.88,0.16,6,0
505,1625,50,Mumbai,Clothing,UPI,11187.65,0.24,7,0
506,1287,20,Hyderabad,Sports,UPI,3821.9,0.17,7,0
507,1942,36,Mumbai,Sports,NetBanking,2798.07,0.26,5,1
508,1853,40,Bangalore,Sports,Wallet,11911.89,0.07,9,0
509,1662,46,Bangalore,Electronics,NetBanking,12733.39,0.24,7,1
510,1961,47,Delhi,Electronics,UPI,1249.91,0.05,7,0
511,1638,56,Mumbai,Clothing,Wallet,5011.44,0.24,3,0
512,1154,61,Chennai,Sports,Wallet,15950.15,0.28,1,0
513,1489,64,Delhi,Electronics,Card,1182.57,0.1,5,0
514,1385,42,Bangalore,Clothing,NetBanking,17130.76,0.16,8,0
515,1985,54,Mumbai,Clothing,NetBanking,13231.62,0.2,5,1
516,1784,64,Delhi,Sports,Card,8801.58,0.02,3,0
517,1103,25,Mumbai,Home,NetBanking,7059.37,0.15,9,0
518,1928,59,Bangalore,Sports,UPI,581.13,0.11,2,0
519,1392,33,Delhi,Home,UPI,16539.26,0.26,3,0
520,1810,25,Bangalore,Clothing,NetBanking,3025.89,0.26,4,0
521,1245,18,Hyderabad,Electronics,Card,6328.93,0.21,1,0
522,1175,61,Bangalore,Beauty,Wallet,11468.32,0.2,4,0
523,1038,22,Mumbai,Clothing,NetBanking,5070.65,0.22,4,0
524,1476,20,Chennai,Electronics,Wallet,10043.38,0.11,9,0
525,1681,18,Bangalore,Clothing,Card,16224.99,0.12,8,0
526,1758,21,Chennai,Sports,Wallet,9516.65,0.17,2,0
527,1537,57,Hyderabad,Home,Card,18989.75,0.28,7,0
528,1866,52,Delhi,Clothing,Card,16980.51,0.22,6,0
529,1817,49,Delhi,Electronics,UPI,6794.18,0.17,7,1
530,1920,59,Chennai,Sports,UPI,8119.25,0.23,4,1
531,1407,51,Delhi,Beauty,Card,8581.87,0.11,5,0
532,1524,60,Bangalore,Sports,NetBanking,12598.35,0.22,6,1
533,1827,42,Chennai,Home,UPI,5878.56,0.12,9,0
534,1505,27,Mumbai,Sports,Card,19391.13,0.08,2,0
535,1902,38,Bangalore,Beauty,Wallet,12251.95,0.18,9,0
536,1824,63,Bangalore,Electronics,Wallet,8108.15,0.21,1,1
537,1035,56,Bangalore,Clothing,NetBanking,12971.19,0.14,4,0
538,1684,44,Mumbai,Home,Wallet,8029.02,0.17,5,0
539,1019,44,Hyderabad,Beauty,Wallet,16392.35,0.21,9,1
540,1320,19,Delhi,Home,Card,11443.25,0.23,6,0
541,1775,58,Chennai,Sports,Wallet,1031.02,0.27,4,0
542,1511,30,Hyderabad,Home,Wallet,3699.79,0.11,2,0
543,1399,26,Chennai,Beauty,Wallet,17326.88,0.29,5,0
544,1653,53,Delhi,Clothing,Wallet,11345.42,0.19,8,0
545,1971,39,Mumbai,Clothing,Card,19016.8,0.24,8,0
546,1882,59,Bangalore,Home,Wallet,1633.96,0.21,6,0
547,1470,43,Bangalore,Electronics,NetBanking,6046.16,0.06,1,0
548,1142,29,Mumbai,Home,UPI,4032.16,0.02,8,0
549,1091,34,Hyderabad,Sports,NetBanking,11166.04,0.22,4,0
550,1353,31,Hyderabad,Clothing,UPI,7779.3,0.15,2,0
551,1833,31,Chennai,Clothing,NetBanking,3314.02,0.21,1,0
552,1799,51,Mumbai,Clothing,UPI,12926.49,0.14,7,0
553,1726,37,Hyderabad,Electronics,UPI,10818.71,0.09,2,1
554,1958,28,Mumbai,Electronics,UPI,5639.78,0.09,4,0
555,1853,33,Delhi,Beauty,UPI,9699.47,0.22,4,0
556,1050,48,Bangalore,Home,Card,14965.62,0.08,1,1
557,1664,23,Bangalore,Home,NetBanking,4264.38,0.21,2,0
558,1697,36,Bangalore,Sports,UPI,5999.53,0.12,1,0
559,1574,54,Mumbai,Clothing,NetBanking,7053.0,0.23,6,0
560,1189,21,Mumbai,Electronics,Wallet,14985.18,0.04,3,0
561,1124,64,Chennai,Sports,UPI,16969.07,0.06,1,1
562,1149,21,Bangalore,Sports,NetBanking,7652.49,0.21,8,0
563,1313,37,Chennai,Electronics,Card,6073.09,0.17,4,0
564,1569,27,Bangalore,Home,NetBanking,17811.05,0.06,7,1
565,1341,41,Chennai,Clothing,UPI,19987.43,0.27,2,0
566,1304,52,Chennai,Home,Wallet,13473.0,0.08,6,0
567,1691,43,Delhi,Sports,NetBanking,19801.62,0.13,6,0
568,1681,54,Chennai,Clothing,Wallet,13267.33,0.06,7,0
569,1837,55,Mumbai,Beauty,Card,14722.51,0.12,1,0
570,1782,38,Chennai,Sports,NetBanking,7895.39,0.15,1,0
571,1053,57,Bangalore,Home,NetBanking,8772.76,0.09,2,0
572,1443,56,Chennai,Home,Card,3053.89,0.23,2,0
573,1612,38,Hyderabad,Home,Card,16490.45,0.12,5,0
574,1992,27,Bangalore,Electronics,Card,18634.97,0.22,1,0
575,1263,55,Hyderabad,Sports,UPI,12544.08,0.06,2,0
576,1052,63,Bangalore,Clothing,UPI,7004.22,0.11,6,0
577,1571,21,Mumbai,Home,NetBanking,3249.52,0.0,3,1
578,1619,62,Mumbai,Home,NetBanking,5450.09,0.23,4,0
579,1004,37,Mumbai,Electronics,NetBanking,5257.13,0.19,1,0
580,1102,34,Hyderabad,Clothing,Wallet,12347.85,0.25,5,0
581,1195,24,Delhi,Sports,Card,18911.74,0.14,4,0
582,1773,21,Bangalore,Beauty,NetBanking,1155.78,0.24,8,0
583,1876,46,Mumbai,Electronics,Card,220.24,0.19,3,0
584,1991,31,Bangalore,Sports,UPI,12083.6,0.0,1,0
585,1883,20,Hyderabad,Beauty,Card,5824.4,0.08,5,1
586,1349,41,Delhi,Home,Wallet,17634.86,0.15,1,0
587,1046,54,Hyderabad,Home,Wallet,6679.56,0.19,5,0
588,1866,33,Bangalore,Clothing,Card,5936.8,0.02,9,0
589,1822,21,Delhi,Beauty,Wallet,5536.31,0.21,5,0
590,1935,41,Delhi,Home,Wallet,3068.09,0.16,2,0
591,1819,51,Hyderabad,Home,UPI,11714.3,0.16,2,0
592,1655,47,Mumbai,Clothing,NetBanking,3530.63,0.09,9,0
593,1268,35,Bangalore,Sports,Wallet,8607.7,0.18,5,0
594,1369,36,Chennai,Home,NetBanking,9327.25,0.01,8,0
595,1635,48,Chennai,Electronics,Card,605.74,0.02,4,0
596,1105,36,Hyderabad,Electronics,Card,532.78,0.22,2,0
597,1669,63,Bangalore,Sports,Wallet,10500.21,0.1,4,0
598,1658,36,Bangalore,Beauty,Card,13981.49,0.1,4,0
599,1656,39,Hyderabad,Clothing,UPI,18854.42,0.06,9,0
600,1119,41,Bangalore,Electronics,Wallet,3746.56,0.13,6,1
601,1830,62,Mumbai,Electronics,Wallet,2244.52,0.02,6,0
602,1786,29,Hyderabad,Sports,Wallet,1231.34,0.09,5,0
603,1603,47,Mumbai,Beauty,Card,8833.62,0.16,6,1
604,1057,55,Bangalore,Beauty,Card,12538.32,0.14,1,0
605,1950,48,Hyderabad,Sports,Wallet,16842.96,0.3,5,1
606,1345,53,Bangalore,Electronics,NetBanking,13716.37,0.12,6,0
607,1740,36,Hyderabad,Clothing,Card,4325.54,0.12,8,0
608,1473,62,Bangalore,Electronics,Card,9343.05,0.15,4,0
609,1116,53,Mumbai,Beauty,Wallet,18224.86,0.06,5,0
610,1829,47,Mumbai,Electronics,NetBanking,6669.47,0.26,4,0
611,1790,50,Bangalore,Clothing,Wallet,10074.86,0.17,7,0
612,1126,35,Hyderabad,Home,Card,19179.59,0.06,6,0
613,1392,45,Chennai,Electronics,Wallet,14747.22,0.24,4,0
614,1907,64,Mumbai,Sports,Wallet,15005.26,0.01,6,0
615,1640,28,Mumbai,Home,Wallet,5196.21,0.29,4,1
616,1057,62,Chennai,Sports,NetBanking,8411.02,0.26,8,1
617,1633,50,Bangalore,Sports,Wallet,1830.37,0.17,3,1
618,1512,34,Hyderabad,Sports,Card,12209.21,0.03,8,0
619,1750,23,Bangalore,Electronics,Wallet,2253.86,0.06,2,0
620,1801,21,Delhi,Beauty,NetBanking,16751.01,0.08,6,0
621,1095,37,Mumbai,Home,UPI,16328.16,0.07,8,0
622,1637,64,Delhi,Clothing,NetBanking,10765.38,0.15,1,0
623,1117,44,Mumbai,Beauty,Wallet,2995.09,0.28,6,0
624,1559,32,Mumbai,Electronics,UPI,706.46,0.13,9,1
625,1600,23,Delhi,Sports,Wallet,15974.83,0.2,2,0
626,1487,64,Delhi,Clothing,NetBanking,12082.78,0.21,1,1
627,1236,31,Bangalore,Home,UPI,14276.41,0.26,2,0
628,1884,28,Delhi,Beauty,UPI,6215.38,0.01,5,0
629,1896,56,Bangalore,Beauty,Wallet,10287.76,0.12,6,0
630,1271,26,Bangalore,Clothing,Wallet,14994.05,0.24,1,0
631,1188,43,Bangalore,Electronics,NetBanking,9358.75,0.24,7,1
632,1998,33,Mumbai,Home,Wallet,12107.41,0.28,4,0
633,1703,22,Mumbai,Clothing,UPI,15836.62,0.21,9,0
634,1446,27,Delhi,Sports,Card,4461.37,0.07,6,0
635,1580,20,Mumbai,Home,Card,1505.39,0.15,9,0
636,1789,30,Delhi,Beauty,NetBanking,10730.11,0.01,1,0
637,1860,60,Mumbai,Clothing,Wallet,1430.09,0.19,4,0
638,1246,47,Hyderabad,Beauty,NetBanking,15377.83,0.17,2,0
639,1962,62,Hyderabad,Beauty,Card,14440.39,0.2,6,0
640,1075,23,Delhi,Beauty,Card,17657.91,0.28,4,0
641,1153,34,Mumbai,Electronics,Wallet,12863.33,0.21,9,0
642,1655,62,Mumbai,Beauty,UPI,1530.51,0.1,3,0
643,1434,36,Bangalore,Sports,Wallet,5212.41,0.06,1,0
644,1996,59,Chennai,Sports,Card,16197.05,0.26,1,0
645,1085,52,Delhi,Home,UPI,3509.22,0.06,9,0
646,1696,63,Chennai,Beauty,NetBanking,14029.91,0.05,9,0
647,1284,43,Chennai,Beauty,Card,15649.13,0.06,5,0
648,1973,22,Delhi,Clothing,NetBanking,6736.21,0.15,2,1
649,1219,46,Mumbai,Electronics,UPI,6581.49,0.04,9,0
650,1068,54,Delhi,Home,NetBanking,11244.49,0.28,8,0
651,1046,37,Chennai,Beauty,Card,17253.47,0.29,6,0
652,1093,38,Mumbai,Clothing,Wallet,4633.34,0.29,7,0
653,1749,27,Hyderabad,Electronics,NetBanking,18836.91,0.01,6,0
654,1957,22,Delhi,Home,Card,12062.55,0.28,5,0
655,1452,53,Delhi,Home,Card,19844.1,0.3,4,0
656,1203,23,Mumbai,Beauty,UPI,1974.35,0.28,7,0
657,1911,43,Hyderabad,Home,Card,2705.93,0.2,4,0
658,1217,21,Hyderabad,Clothing,Wallet,16567.51,0.21,9,0
659,1473,56,Mumbai,Home,Wallet,17322.17,0.04,5,1
660,1431,56,Bangalore,Sports,NetBanking,9020.08,0.26,8,1
661,1340,52,Delhi,Clothing,NetBanking,14338.61,0.02,6,1
662,1550,18,Delhi,Electronics,NetBanking,17377.63,0.1,4,0
663,1611,41,Chennai,Electronics,NetBanking,1053.93,0.3,3,0
664,1288,53,Mumbai,Beauty,Wallet,11564.22,0.13,6,0
665,1253,23,Chennai,Beauty,UPI,17098.92,0.04,1,0
666,1733,58,Chennai,Sports,NetBanking,8083.47,0.29,2,0
667,1356,63,Hyderabad,Electronics,UPI,6187.2,0.3,7,0
668,1022,61,Delhi,Electronics,Card,15954.99,0.06,4,1
669,1761,48,Chennai,Electronics,Card,6848.57,0.26,5,0
670,1521,37,Hyderabad,Electronics,NetBanking,262.85,0.12,1,0
671,1757,41,Mumbai,Home,Card,19199.54,0.11,2,0
672,1836,42,Chennai,Clothing,UPI,11924.04,0.08,4,1
673,1099,53,Delhi,Clothing,UPI,16426.45,0.01,8,0
674,1801,38,Chennai,Sports,Card,16540.97,0.08,4,0
675,1179,47,Mumbai,Home,NetBanking,1514.93,0.02,3,0
676,1222,41,Chennai,Electronics,UPI,3583.03,0.28,3,0
677,1905,61,Delhi,Electronics,UPI,6360.19,0.2,5,0
678,1761,59,Hyderabad,Beauty,Wallet,6549.85,0.27,3,0
679,1658,47,Delhi,Beauty,NetBanking,13243.97,0.22,8,1
680,1441,39,Hyderabad,Sports,Wallet,12538.03,0.04,5,0
681,1607,45,Bangalore,Electronics,Card,9992.88,0.28,7,0
682,1768,24,Delhi,Sports,Card,4383.02,0.27,8,0
683,1324,52,Delhi,Home,Wallet,7763.27,0.1,5,1
684,1515,45,Mumbai,Clothing,NetBanking,10963.16,0.03,8,1
685,1015,31,Chennai,Electronics,UPI,9466.11,0.21,3,0
686,1791,27,Hyderabad,Home,Card,2720.39,0.22,7,1
687,1335,33,Hyderabad,Electronics,NetBanking,13060.31,0.27,8,0
688,1758,33,Mumbai,Beauty,NetBanking,1646.43,0.02,7,0
689,1257,48,Mumbai,Sports,Card,7688.25,0.04,2,0
690,1496,59,Chennai,Beauty,Card,14258.58,0.18,8,0
691,1987,42,Chennai,Clothing,NetBanking,596.47,0.19,6,0
692,1895,30,Delhi,Beauty,UPI,11485.66,0.01,3,0
693,1159,23,Bangalore,Electronics,Wallet,6823.52,0.12,4,1
694,1474,61,Chennai,Beauty,Card,374.87,0.18,7,0
695,1851,26,Mumbai,Electronics,Wallet,3969.59,0.22,3,0
696,1663,62,Chennai,Clothing,NetBanking,18830.73,0.09,1,0
697,1907,53,Hyderabad,Beauty,Wallet,10518.75,0.15,6,0
698,1689,60,Bangalore,Sports,UPI,19945.1,0.24,3,1
699,1674,37,Delhi,Sports,NetBanking,10591.37,0.29,6,0
700,1379,35,Hyderabad,Sports,UPI,10969.94,0.07,3,1
701,1544,60,Hyderabad,Beauty,NetBanking,7958.49,0.08,6,0
702,1928,38,Bangalore,Beauty,UPI,6338.8,0.28,4,0
703,1956,21,Delhi,Beauty,NetBanking,5180.6,0.12,4,0
704,1690,50,Mumbai,Electronics,UPI,6999.73,0.22,2,0
705,1426,44,Delhi,Clothing,NetBanking,9305.05,0.18,4,0
706,1612,24,Chennai,Sports,UPI,4001.44,0.09,4,0
707,1267,23,Hyderabad,Electronics,NetBanking,4652.53,0.2,7,0
708,1834,32,Chennai,Sports,UPI,5576.59,0.2,5,0
709,1576,35,Mumbai,Electronics,Card,9095.35,0.18,8,0
710,1416,49,Chennai,Beauty,Wallet,13125.7,0.03,7,0
711,1167,28,Delhi,Sports,NetBanking,17151.69,0.3,9,0
712,1841,37,Chennai,Beauty,UPI,5885.21,0.12,8,0
713,1042,41,Mumbai,Sports,Card,3837.82,0.19,9,0
714,1555,32,Mumbai,Home,NetBanking,7701.18,0.27,1,0
715,1284,24,Mumbai,Electronics,NetBanking,17908.78,0.13,3,1
716,1396,38,Delhi,Home,NetBanking,395.24,0.23,5,1
717,1011,59,Mumbai,Electronics,Wallet,13621.8,0.29,9,0
718,1606,43,Hyderabad,Clothing,UPI,9647.77,0.11,8,0
719,1301,61,Mumbai,Sports,UPI,3388.72,0.12,7,0
720,1897,31,Chennai,Clothing,NetBanking,6556.23,0.27,2,0
721,1252,54,Chennai,Clothing,NetBanking,4654.01,0.05,6,1
722,1498,38,Chennai,Electronics,NetBanking,17581.08,0.01,4,1
723,1753,35,Delhi,Home,Card,9741.09,0.27,5,1
724,1034,22,Chennai,Beauty,NetBanking,11349.27,0.25,5,0
725,1726,20,Delhi,Electronics,Wallet,11955.01,0.29,4,1
726,1848,40,Delhi,Beauty,UPI,12864.42,0.02,4,0
727,1089,43,Mumbai,Clothing,Wallet,10012.0,0.05,4,0
728,1775,54,Hyderabad,Beauty,NetBanking,553.9,0.03,2,0
729,1604,41,Mumbai,Home,Card,6827.51,0.21,1,0
730,1921,36,Mumbai,Electronics,NetBanking,3840.69,0.18,2,0
731,1969,42,Delhi,Home,NetBanking,13666.83,0.11,7,0
732,1601,38,Delhi,Home,NetBanking,1322.75,0.02,1,0
733,1417,29,Chennai,Electronics,NetBanking,11363.31,0.19,6,1
734,1114,58,Chennai,Home,NetBanking,4370.51,0.17,4,0
735,1616,50,Mumbai,Sports,UPI,18987.15,0.03,2,0
736,1902,21,Bangalore,Sports,Wallet,6843.71,0.27,3,0
737,1195,59,Bangalore,Sports,Card,6639.38,0.06,7,0
738,1825,24,Chennai,Beauty,NetBanking,18483.02,0.22,6,1
739,1500,39,Bangalore,Home,Card,8463.49,0.27,6,0
740,1625,50,Chennai,Electronics,UPI,19264.67,0.17,8,0
741,1492,34,Delhi,Electronics,Wallet,678.57,0.07,8,1
742,1074,41,Mumbai,Beauty,NetBanking,6265.62,0.09,6,1
743,1412,51,Hyderabad,Electronics,UPI,13390.62,0.27,1,0
744,1375,45,Mumbai,Sports,UPI,17838.97,0.09,7,0
745,1419,60,Chennai,Home,Wallet,5276.83,0.22,8,0
746,1728,58,Chennai,Electronics,NetBanking,18623.46,0.3,5,0
747,1276,56,Mumbai,Electronics,Wallet,11963.61,0.3,4,0
748,1760,39,Chennai,Clothing,Wallet,16059.96,0.16,7,1
749,1675,34,Bangalore,Clothing,Card,8064.7,0.25,6,0
750,1393,51,Bangalore,Clothing,Card,4401.17,0.3,6,0
751,1868,23,Chennai,Home,Wallet,18242.46,0.11,3,0
752,1456,63,Chennai,Sports,Card,18676.09,0.08,4,0
753,1919,23,Bangalore,Sports,UPI,10051.99,0.03,5,1
754,1191,51,Chennai,Sports,Wallet,328.6,0.04,9,0
755,1738,18,Chennai,Home,NetBanking,2373.7,0.26,8,0
756,1688,27,Mumbai,Home,NetBanking,11545.95,0.18,3,0
757,1098,38,Hyderabad,Clothing,UPI,670.78,0.26,6,0
758,1547,22,Bangalore,Electronics,NetBanking,8058.86,0.24,1,1
759,1977,19,Mumbai,Beauty,NetBanking,6206.72,0.2,3,0
760,1998,39,Hyderabad,Beauty,Wallet,14344.1,0.18,7,0
761,1095,19,Chennai,Electronics,UPI,1300.46,0.01,7,0
762,1663,27,Chennai,Clothing,Wallet,9876.88,0.26,2,0
763,1662,51,Mumbai,Electronics,UPI,11666.46,0.13,3,0
764,1189,33,Chennai,Electronics,Wallet,12422.36,0.17,7,0
765,1735,56,Delhi,Beauty,Wallet,8222.12,0.01,6,1
766,1036,39,Mumbai,Clothing,Card,6226.48,0.28,7,0
767,1779,29,Hyderabad,Home,NetBanking,13713.36,0.27,9,0
768,1368,41,Mumbai,Beauty,UPI,16981.87,0.16,8,1
769,1694,64,Bangalore,Home,NetBanking,13933.63,0.17,6,0
770,1524,57,Mumbai,Clothing,Card,18655.63,0.21,4,0
771,1278,55,Chennai,Electronics,UPI,14401.82,0.08,9,1
772,1216,27,Chennai,Sports,Card,15339.45,0.07,7,0
773,1866,52,Delhi,Sports,NetBanking,3524.48,0.2,5,0
774,1872,49,Delhi,Clothing,Wallet,8506.88,0.03,2,0
775,1797,24,Delhi,Sports,Card,9804.1,0.14,9,0
776,1272,38,Hyderabad,Home,Card,5274.6,0.15,7,0
777,1880,37,Delhi,Sports,Wallet,10665.09,0.11,9,0
778,1061,43,Hyderabad,Clothing,NetBanking,5957.68,0.06,9,0
779,1595,21,Delhi,Clothing,Card,13812.54,0.11,5,1
780,1879,63,Hyderabad,Home,NetBanking,9511.71,0.1,7,0
781,1728,39,Mumbai,Sports,Wallet,9284.38,0.15,5,0
782,1341,32,Mumbai,Sports,UPI,19676.12,0.2,3,0
783,1396,57,Chennai,Electronics,Card,7970.41,0.29,8,0
784,1698,38,Hyderabad,Beauty,NetBanking,7373.45,0.04,8,0
785,1018,32,Bangalore,Clothing,Wallet,6508.37,0.26,9,1
786,1176,39,Chennai,Electronics,Wallet,17916.03,0.09,6,0
787,1611,45,Mumbai,Clothing,Card,10035.13,0.18,2,0
788,1395,31,Hyderabad,Electronics,UPI,12080.29,0.16,3,0
789,1444,44,Delhi,Beauty,Card,3780.21,0.17,6,0
790,1232,58,Bangalore,Electronics,NetBanking,10910.66,0.22,1,0
791,1914,57,Mumbai,Clothing,Wallet,5638.03,0.11,2,0
792,1075,45,Chennai,Sports,UPI,14666.61,0.1,8,1
793,1264,43,Hyderabad,Clothing,NetBanking,16684.06,0.26,8,0
794,1454,19,Bangalore,Home,Card,14353.25,0.07,6,1
795,1795,42,Hyderabad,Home,Wallet,14658.83,0.05,3,1
796,1717,20,Delhi,Home,Card,10347.0,0.0,2,1
797,1734,25,Chennai,Home,UPI,14299.94,0.06,6,0
798,1383,61,Hyderabad,Beauty,UPI,8569.2,0.16,1,1
799,1563,50,Mumbai,Sports,UPI,13099.49,0.16,6,0
800,1850,59,Chennai,Sports,UPI,5328.98,0.08,9,0
801,1505,52,Mumbai,Clothing,UPI,1581.19,0.02,7,0
802,1366,23,Hyderabad,Electronics,Card,8386.77,0.22,9,1
